Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
Baxley Meats,-82.355087,31.76483,1010 S Main St,,Baxley,GA,31513,0133,APPLING
Jet Food Store 99,-82.356079,31.764196,1040 S Main St,,Baxley,GA,31513,0133,APPLING
Baxley Food Mart,-82.346764,31.778099,105 E Parker St,,Baxley,GA,31513,0001,APPLING
B&T's Food Fresh 21,-82.346848,31.776627,106 E Parker St,,Baxley,GA,31513,0025,APPLING
DollarTree 4741,-82.34671,31.776981,106 E Parker St,Ste 5,Baxley,GA,31513,0071,APPLING
Family Dollar 351,-82.345947,31.778175,143 E Parker St,,Baxley,GA,31513,0001,APPLING
A&a Williams Family Farm NAFMNP,-82.329163,31.796171,175 Agnes Williams Ln,,Baxley,GA,31513,7408,APPLING
Corner Store,-82.351738,31.792517,18 Nails Ferry Rd,,Baxley,GA,31513,2210,APPLING
CVS PHARMACY 7294,-82.347946,31.778948,19 E Parker St,,Baxley,GA,31513,0056,APPLING
Dollar General 17761,-82.351585,31.841541,24 Spring Branch Church Rd,,Baxley,GA,31513,1101,APPLING
Express Stop,-82.356766,31.763027,31 Douglas Dr,Ste 1,Baxley,GA,31513,0171,APPLING
Seguras Taqueria & Tienda,-82.34761,31.778593,40 N Comas St,,Baxley,GA,31513,0041,APPLING
Country Convenience/Petro Express,-82.340584,31.776354,493 E Parker St,,Baxley,GA,31513,0019,APPLING
Joe's Qwik Stop,-82.357712,31.777758,495 Bay St,,Baxley,GA,31513,0420,APPLING
Bellsmit Foodmart,-82.356644,31.781494,520 W Parker St,Ste B,Baxley,GA,31513,0684,APPLING
Discount Corner,-82.339531,31.775486,554 E Parker St,,Baxley,GA,31513,0026,APPLING
Flash Foods LLC 274105,-82.352081,31.769966,601 S Main St,,Baxley,GA,31513,0160,APPLING
DOLLAR GENERAL 10944,-82.337868,31.775497,663 E Parker St,,Baxley,GA,31513,0022,APPLING
Po-jo's Country Store 6,-82.356316,31.872431,6914 Hatch Pkwy N,,Baxley,GA,31513,2104,APPLING
3-way Corner Store,-82.351692,31.788586,751 N Boulevard,,Baxley,GA,31513,0587,APPLING
Dollar General 22525,-82.353287,31.767876,758 S Main Street,,Baxley,GA,31513,,APPLING
Circle F Meats Inc.,-82.362083,31.783083,866 W Parker St,,Baxley,GA,31513,0630,APPLING
DOLLAR GENERAL 14564,-82.480263,31.824825,9648 Golden Isle W,,Baxley,GA,31513,8044,APPLING
Murphy USA 7850,-82.363289,31.783506,978 W Parker St,,Baxley,GA,31513,0653,APPLING
Walmart Supercenter 5392,-82.365044,31.784128,980 W Parker St,,Baxley,GA,31513,0653,APPLING
Graham County Boy Mini Mart,-82.504974,31.833057,9834 Golden Isle W,,Baxley,GA,31513,8020,APPLING
Parker's Surrency 208,-82.197334,31.725538,9674 Golden Isles E.,,Surrency,GA,31563,,APPLING
Dollar General 20188,-82.197121,31.725464,9690 Golden Isles East,,Surrency,GA,31563,,APPLING
Dollar General 24601,-82.734245,31.276892,17 Minchew Rd,,Axson,GA,31624,6220,ATKINSON
Sunny Food Mart,-82.733971,31.2763,7150 Atkinson Blvd E,,Axson,GA,31624,7009,ATKINSON
Flash Foods LLC 27449,-82.85437,31.298031,105 Albany Ave W,,Pearson,GA,31642,7762,ATKINSON
Pearson Stop & Shop,-82.851662,31.303013,11 Pine Ave,,Pearson,GA,31642,7460,ATKINSON
Old Butcher Shop,-82.846703,31.316071,1307 US Highway 441 N,,Pearson,GA,31642,7345,ATKINSON
Dollar General 1766,-82.857544,31.2987,290 Albany Ave W,,Pearson,GA,31642,7236,ATKINSON
El Paisa Mexican Store,-82.853386,31.297474,33 Railroad Ave W,,Pearson,GA,31642,7712,ATKINSON
Rising Sun Farms Llc,-82.865356,31.375641,371 Wesley Harrell Ln,,Pearson,GA,31642,3256,ATKINSON
Dulceland Party Rentals,-82.850578,31.305532,536 Main St N,,Pearson,GA,31642,7545,ATKINSON
1st Choice,-82.849998,31.306005,578 Main St N,,Pearson,GA,31642,7545,ATKINSON
Dollar General 30617,-82.84922,31.306519,626 Main St N,,Pearson,GA,31642,7549,ATKINSON
Family Dollar 8737,-82.850044,31.307171,652 Main St N,,Pearson,GA,31642,7549,ATKINSON
Supermercado Tamaulipas Market,-83.044937,31.339621,102 Fleetwood Ave E,,Willacoochee,GA,31650,2728,ATKINSON
Willacoochee Market,-83.046974,31.34086,22 Main St,,Willacoochee,GA,31650,0000,ATKINSON
DOLLAR GENERAL 4895,-83.041893,31.339293,290 Main St E,,Willacoochee,GA,31650,2528,ATKINSON
Onetrip Of Willacoochee 004,-83.040085,31.339224,405 Main St E,,Willacoochee,GA,31650,2125,ATKINSON
DOLLAR GENERAL 3117,-82.463463,31.529303,1015 S Pierce St,,Alma,GA,31510,3715,BACON
Jays Iga,-82.462761,31.530235,1022 S Pierce St,,Alma,GA,31510,3716,BACON
Food Lion 2845,-82.462997,31.526476,1108 S Pierce St,,Alma,GA,31510,3718,BACON
Dollar General 25925,-82.41832,31.544971,1222 GA Hwy 32 E,,Alma,GA,31510,,BACON
Rockingham General Store,-82.417366,31.545568,1230 GA Highway 32 E,,Alma,GA,31510,7014,BACON
Ch Farm And Meats Llc,-82.410263,31.544924,1308 GA Highway 32 E,,Alma,GA,31510,7008,BACON
Dollar General 24661,-82.461845,31.588694,1845 US Highway 1 N,,Alma,GA,31510,6609,BACON
Road Runners Truck Stop,-82.525108,31.543749,2021 GA Highway 32 W,,Alma,GA,31510,4366,BACON
Forks 1 & 23,-82.461525,31.628366,2356 US Highway 1 N,,Alma,GA,31510,6140,BACON
Flash Foods LLC 274199,-82.462196,31.538765,402 S Pierce St,,Alma,GA,31510,3200,BACON
East Side Grocery,-82.456375,31.538029,503 E 16th St,,Alma,GA,31510,3013,BACON
Dollar General 22394,-82.526115,31.540125,738 Teakwood Rd,,Alma,GA,31510,4314,BACON
El Cheapo,-82.462234,31.548088,902 N Pierce St,,Alma,GA,31510,1709,BACON
Family Dollar 700,-82.462959,31.535334,902 S Pierce St,,Alma,GA,31510,3527,BACON
Tienda El Poblano Llc,-82.46376,31.534096,917 S Pierce St,,Alma,GA,31510,3528,BACON
Flash Food LLC 27429,-82.46347,31.532688,938 S Pierce St,,Alma,GA,31510,3527,BACON
DOLLAR GENERAL 8185,-84.347549,31.313461,100 S Highway 91,,NEWTON,GA,39870,,BAKER
Michael's Market,-84.34819,31.313183,169 GA Hwy 91 SW,,Newton,GA,39870,8221,BAKER
Bvm Food,-84.339127,31.325375,468 GA Hwy 91 NW,,Newton,GA,39870,7570,BAKER
Dollar General 23082,-83.272507,32.984154,101 Register Rd SW,,Gordon,GA,31061,,BALDWIN
Pierces Grocery & Deli,-83.280914,32.975037,558 Gordon Hwy,,Gordon,GA,31031,2004,BALDWIN
Jet Food Store 50,-83.298225,33.081856,100 GA Highway 22 W,,Milledgeville,GA,31061,9672,BALDWIN
Foster's Meat Market,-83.230927,33.093975,101 Martin Luther King Jr Dr,,Milledgeville,GA,31061,,BALDWIN
Dollar General 12398,-83.165306,33.080734,102 Robins Dr NE,,Milledgeville,GA,31061,9538,BALDWIN
Prit 711 Llc,-83.229454,33.095867,1051 N Jefferson St NE,,Milledgeville,GA,31061,2539,BALDWIN
Dollar General 30643,-83.342255,33.012123,106 Salem Church Rd SW,,Milledgeville,GA,31061,9602,BALDWIN
Jet Food Store 59,-83.223511,33.066566,1111 S Wayne St,,Milledgeville,GA,31061,3951,BALDWIN
Friendly Gus 16,-83.25135,33.072395,118 W GA Highway 49,,Milledgeville,GA,31061,,BALDWIN
Stop & Shop,-83.219879,33.066338,1200 Vinson Hwy Se,,Milledgeville,GA,31061,4038,BALDWIN
CC Food Mart,-83.220894,33.066006,1212 Jefferson N St,,Milledgeville,GA,31061,2532,BALDWIN
Hansa07,-83.210281,33.083218,140 Old River Bridge Rd SE,,Milledgeville,GA,31061,8468,BALDWIN
Tigers Narket,-83.247902,33.07476,1431 W Hancock St,,Milledgeville,GA,31061,3132,BALDWIN
DOLLAR GENERAL 1089,-83.242592,33.096706,1550 N Columbia St,,Milledgeville,GA,31061,2311,BALDWIN
American Eagle,-83.21653,33.061607,1561 Vinson Hwy SE,,Milledgeville,GA,31061,4143,BALDWIN
Flash Food LLC 274119,-83.259933,33.070427,166 Hwy 49 South,,Milledgeville,GA,31061,,BALDWIN
Texaco Food Mart,-83.246223,33.100048,1687 N Columbia St,,Milledgeville,GA,31061,2312,BALDWIN
C & P Stop & Shop,-83.23867,33.015144,172 Gordon Hwy SW,,Milledgeville,GA,31061,9580,BALDWIN
Jet Food Store 61,-83.248177,33.10146,1740 N Columbia St,,Milledgeville,GA,31061,2315,BALDWIN
Johnnie McDade Grocery,-83.215324,33.05891,1765 Vinson Hwy SE,,Milledgeville,GA,31061,4103,BALDWIN
Food Depot 58,-83.250053,33.103611,1850 N Columbia St,Ste B,Milledgeville,GA,31061,,BALDWIN
Flash Foods LLC 274231,-83.231041,33.109268,1935 N Jefferson St NE,,Milledgeville,GA,31061,2215,BALDWIN
Jefferson Business Llc,-83.231438,33.109592,1939 N Jefferson St NE,,Milledgeville,GA,31061,2215,BALDWIN
Jet Food Store 33,-83.232544,33.113197,1966 N Jefferson St NE,,Milledgeville,GA,31061,2238,BALDWIN
ALDI 76009 76009,-83.253807,33.107891,1980 N Columbia St,,Milledgeville,GA,31061,2020,BALDWIN
Jet Food Store 6,-83.231018,33.052303,2015 Irwinton Rd,,Milledgeville,GA,31061,4707,BALDWIN
Golden Pantry Food Stores 1096,-83.224861,33.081669,204 E Hancock St,,Milledgeville,GA,31061,3522,BALDWIN
JP Milledgeville 290,-83.258644,33.096954,206 Roberson Mill Rd NE,,Milledgeville,GA,31061,4932,BALDWIN
DOLLAR GENERAL 9709,-83.25956,33.097504,207 Roberson Mill Rd NE,,Milledgeville,GA,31061,4991,BALDWIN
Dollar General 22428,-83.231026,33.131649,2110 N Jefferson Street,,Milledgeville,GA,31061,,BALDWIN
Jet Food Store 76,-83.333839,33.159077,212 Little Rd NW,,Milledgeville,GA,31061,9497,BALDWIN
Rip Of Rick,-83.195213,33.089664,216 Sparta Hwy NE,,Milledgeville,GA,31061,9014,BALDWIN
The Milly Market,-83.224403,33.081799,222 E Hancock St,,Milledgeville,GA,31061,3522,BALDWIN
Walgreens 10832,-83.254677,33.108879,2350 N Columbia St,,Milledgeville,GA,31061,2091,BALDWIN
Corner's Edge Butcher Shoppe,-83.255974,33.112457,2485 N Columbia St,Ste 95,Milledgeville,GA,31061,5429,BALDWIN
Murphy USA 7815,-83.262352,33.116676,2586 N Columbia St,,Milledgeville,GA,31061,8709,BALDWIN
Walmart S/C 1121,-83.26136,33.119198,2592 N Columbia St,,Milledgeville,GA,31061,8709,BALDWIN
DollarTree 77,-83.262634,33.11953,2600 N Columbia St,Ste D1,Milledgeville,GA,31061,5760,BALDWIN
Lake Country Seafood Market Inc,-83.260315,33.118759,2601 N Columbia St,Ste C,Milledgeville,GA,31061,0700,BALDWIN
R&m Mart,-83.235718,33.037258,2610 Irwinton Rd,,Milledgeville,GA,31061,9762,BALDWIN
Dollar General 12362,-83.234917,33.038029,2622 Irwinton Rd,,Milledgeville,GA,31061,9762,BALDWIN
Quick Stop 3,-83.269493,33.132427,2653 N Columbia St,,Milledgeville,GA,31061,8456,BALDWIN
Publix Super Markets Inc. 2003,-83.27272,33.146412,2775 N Columbia St,,Milledgeville,GA,31061,8463,BALDWIN
Jet Food Store 69,-83.273552,33.149529,2783 N Columbia St,,Milledgeville,GA,31061,8463,BALDWIN
Country Food Mart,-83.187172,33.11198,279 Lake Laurel Rd NE,,Milledgeville,GA,31061,7967,BALDWIN
Kroger 694,-83.271858,33.153435,2809 N Columbia St,,Milledgeville,GA,31061,8465,BALDWIN
Raceway 7014,-83.280846,33.168285,2920 N Columbia St,,Milledgeville,GA,31061,8792,BALDWIN
C&B Meat Market,-83.212471,32.987347,2961 Hwy 441 S,,Milledgeville,GA,31061,,BALDWIN
Dollar General 11642,-83.283531,33.174141,2966 N Columbia St,,Milledgeville,GA,31061,8792,BALDWIN
Lake Sinclair Bait & Tackle,-83.283936,33.174751,2979 N Columbia St,,Milledgeville,GA,31061,8797,BALDWIN
Jet Food Store 29,-83.223236,33.081963,301 E Hancock St,,Milledgeville,GA,31061,3500,BALDWIN
Flash Foods LLC 2745097,-83.290489,33.184376,3056 N Columbia St,,Milledgeville,GA,31061,8793,BALDWIN
Rod's Stop And Shop,-83.242065,33.055916,338 Allen Memorial Dr SW,,Milledgeville,GA,31061,4410,BALDWIN
Family Dollar 12223,-83.239212,33.055683,355 Allen Memorial Dr SW,,Milledgeville,GA,31061,4504,BALDWIN
The Market Basket,-83.2369,33.055767,370 Allen Memorial Dr,,Milledgeville,GA,31061,,BALDWIN
M&H Stop N Save,-83.169708,33.082573,405 Sparta Hwy NE,,Milledgeville,GA,31061,9285,BALDWIN
CVS PHARMACY 4251,-83.225883,33.07671,423 S Wayne St,,Milledgeville,GA,31061,3445,BALDWIN
KUNTRY STORE,-83.15406,33.086098,521 Sparta Hwy NE,,Milledgeville,GA,31061,9266,BALDWIN
Jays Mart,-83.313538,33.033466,610 W GA Highway 49,,Milledgeville,GA,31061,9766,BALDWIN
Family Dollar 425,-83.224831,33.073067,641 S Wayne St,,Milledgeville,GA,31061,3905,BALDWIN
B&T's Food Fresh 15,-83.225555,33.071552,731 S Wayne St,A,Milledgeville,GA,31061,3907,BALDWIN
The Market,-83.236198,33.090141,821 N Columbia St,,Milledgeville,GA,31061,2720,BALDWIN
Dollar General 16023,-83.220596,33.07053,831 S Elbert St,,Milledgeville,GA,31061,4100,BALDWIN
CVS PHARMACY 4565,-83.237144,33.092041,960 N Columbia St,,Milledgeville,GA,31061,2729,BALDWIN
Dollar General Store 17645,-83.512833,34.446751,105 Harmony Church Rd,,Baldwin,GA,30511,,BANKS
Diamond Shell,-83.513695,34.463913,172 Otis Brown Rd,,Baldwin,GA,30511,3525,BANKS
4 Way Country & Grocery,-83.440811,34.420879,2284 Damascus Rd,,Baldwin,GA,30511,3406,BANKS
Homer Grocery,-83.418861,34.279659,2004 Highway 59,,Commerce,GA,30530,6663,BANKS
Race Trac 284,-83.464661,34.257004,30580 Highway 441 S,,Commerce,GA,30529,6349,BANKS
Commerce Lucky Store,-83.463692,34.257278,30581 Highway 441 S,,Commerce,GA,30529,6366,BANKS
Quiktrip 828,-83.459854,34.250175,30839 Highway 441 S,,Commerce,GA,30529,6654,BANKS
Walmart Supercenter 3,-83.456619,34.247864,30983 Highway 441 S,,Commerce,GA,30529,6655,BANKS
Murphy USA 6544,-83.457916,34.245777,30985 Highway 441 S,US,Commerce,GA,30529,6655,BANKS
DollarTree 348,-83.459061,34.251339,390 Banks Crossing Dr,,Commerce,GA,30529,6608,BANKS
Neighborhood Market,-83.457687,34.244595,40081 Highway 441 S,,Commerce,GA,30529,6656,BANKS
Golden Pantry Food Stores 1061,-83.502579,34.322147,1237 Historic Homer Hwy,,Homer,GA,30547,2738,BANKS
Tata,-83.502213,34.320988,1265 Historic Homer Hwy,,Homer,GA,30547,2738,BANKS
Harris Meats 1,-83.463867,34.31218,1554 Mccoy Bridge Rd,,Homer,GA,30547,2234,BANKS
Diamond Exxon,-83.476349,34.366196,181 Historic Homer Hwy,,Homer,GA,30547,1947,BANKS
Dollar General 25390,-83.491333,34.400455,2702 Samples Scales Rd,,Homer,GA,30547,1520,BANKS
Patel's Grocery,-83.396194,34.394375,4464 Highway 198,,Homer,GA,30547,1804,BANKS
DOLLAR GENERAL 9282,-83.502731,34.32272,480 Evans St,,Homer,GA,30547,2813,BANKS
DAVID & KATIES AMISH BULK FOODS,-83.499199,34.333626,969 Historic Homer Hwy,,Homer,GA,30547,,BANKS
Lula Country Grocery,-83.574852,34.349632,2448 Highway 51 S,,Lula,GA,30554,3877,BANKS
Littlefoot Farm NAFMNP,-83.562546,34.258152,180 Church St,,Maysville,GA,30558,1726,BANKS
Dollar General 11301,-83.560547,34.250759,25 Newton St,,Maysville,GA,30558,2019,BANKS
Snk Food Mart,-83.560349,34.250347,8949 Maysville Rd,,Maysville,GA,30558,1919,BANKS
City Market,-83.825722,34.012329,1334 Atlanta Hwy,,Auburn,GA,30011,3223,BARROW
DOLLAR GENERAL 1206,-83.83532,34.011974,1460 Atlanta Hwy,,Auburn,GA,30011,3226,BARROW
INGLES MARKETS 451,-83.837326,34.011803,1502 Atlanta Hwy,,Auburn,GA,30011,3629,BARROW
Food Mart 0,-83.849693,34.00988,1640 Atlanta Hwy NW,,Auburn,GA,30011,3614,BARROW
Los Paisanos #3,-83.850357,34.009701,1648 Atlanta Hwy Nw,Ste 101,Auburn,GA,30011,3642,BARROW
Texaco Food Mart,-83.8535,34.009739,1703 Atlanta Hwy NW,,Auburn,GA,30011,3637,BARROW
Old South,-83.822128,34.021122,196 Parks Mill Rd,,Auburn,GA,30011,2921,BARROW
Auburn Bp,-83.845627,34.010361,44 Auburn Gate Ln,Ste B,Auburn,GA,30011,5202,BARROW
DollarTree 6699,-83.842697,34.010853,5 Auburn Park Dr,,Auburn,GA,30011,,BARROW
PUBLIX 1251,-83.754356,33.943661,916 LOGANVILLE HWY,STE 200,BETHLEHEM,GA,30620,,BARROW
Chevron,-83.764259,33.937218,1049 Loganville Hwy,,Bethlehem,GA,30620,2521,BARROW
Dollar General 19952,-83.771828,33.924828,1257 Loganville Hwy,,Bethlehem,GA,30620,2569,BARROW
Dollar General 10576,-83.713974,33.940136,14 Gifton Thomas Rd,,Bethlehem,GA,30620,2400,BARROW
DollarTree 9897,-83.758659,33.94524,1712 Parkway Pointe Dr,,Bethlehem,GA,30620,2167,BARROW
Super H,-83.713875,33.9328,752 Christmas Ave,,Bethlehem,GA,30620,2908,BARROW
Sameer Venture 4 LLC 6789635825,-83.714417,33.931843,767 Christmas Ave,,Bethlehem,GA,30620,2902,BARROW
Los Reyes Super Mercado,-83.751266,33.948421,830 Loganville Hwy,Suite C,Bethlehem,GA,30620,1708,BARROW
Racetrac 2544,-83.760506,33.955025,839 Loganville Hwy,,Bethlehem,GA,30620,1709,BARROW
Target Store 2493,-83.754356,33.943661,916 Loganville Hwy,,Bethlehem,GA,30620,,BARROW
QuikTrip 1704,-83.758614,33.943027,947 Loganville Hwy,,Bethlehem,GA,30620,2117,BARROW
Kroger 622,-83.761284,33.940941,995 Loganville Hwy,,Bethlehem,GA,30620,2117,BARROW
RaceTrac 2307,-83.808304,34.092178,1944 Highway 211 NW,,Hoschton,GA,30548,3520,BARROW
NS Express Inc 2655987,-83.80954,34.094028,1975 Highway 211 NW,,Hoschton,GA,30548,3522,BARROW
Gas Express LLC dba Circle K 157,-83.811295,34.093353,983 Highway 124,,Hoschton,GA,30548,3510,BARROW
Dollar General Market 13877,-83.59935,33.96497,1895 Atlanta Hwy SE,,Statham,GA,30666,1685,BARROW
BP Food Mart,-83.596664,33.963135,1937 Atlanta Hwy SE,,Statham,GA,30666,1859,BARROW
Statham Food Mart,-83.588081,33.958599,2059 Atlanta Hwy SE,,Statham,GA,30666,1861,BARROW
110 Corner Store Inc,-83.58596,33.957283,504 Hayes Lake Rd,,Statham,GA,30666,1853,BARROW
Walgreens 12726,-83.722183,33.990753,10 E May St,,Winder,GA,30680,1949,BARROW
Shell Food Mart,-83.774757,33.991714,10 Patrick Mill Rd SW,,Winder,GA,30680,3848,BARROW
Supermercado La Silleta,-83.717499,33.987263,105 E May St,Ste 300,Winder,GA,30680,1979,BARROW
Quick Shop Horton,-83.733955,33.994007,11 Horton St,,Winder,GA,30680,2078,BARROW
Chevron Food Mart 0,-83.729538,33.988098,113 S Broad St,,Winder,GA,30680,2060,BARROW
Chevron Food Mart,-83.78656,33.973183,1158 Carl Bethlehem Rd,,Winder,GA,30680,3814,BARROW
Chevron Food Mart 01,-83.652794,33.952808,1194 Hog Mountain Rd,,Winder,GA,30680,4476,BARROW
Midlandsuperette,-83.721703,33.999336,121 W Midland Ave,,Winder,GA,30680,1825,BARROW
Hog Mountain Food Mart,-83.644966,33.943935,1353 Hog Mountain Rd,,Winder,GA,30680,4419,BARROW
Xiong Farmer Market,-83.614418,34.033077,1391 Finch Rd,,Winder,GA,30680,3204,BARROW
Quick Pantry,-83.714684,33.995384,141 N Broad St,,Winder,GA,30680,2110,BARROW
DOLLAR GENERAL 3538,-83.729088,33.99572,155 W Athens St,,Winder,GA,30680,1710,BARROW
ALDI 76024,-83.732048,33.994255,160 W May St,,Winder,GA,30680,2066,BARROW
PUBLIX 0480,-83.713852,33.981236,17 Monroe Hwy,Ste A,Winder,GA,30680,2494,BARROW
Sy Food Mart,-83.733131,33.995499,183 W Athens St,,Winder,GA,30680,1779,BARROW
CARNICERIA POTOSINA,-83.736603,33.994553,186 W May St,Suite C,Winder,GA,30680,2081,BARROW
Winder Marathon,-83.736267,33.993992,186 W May St,Ste 103,Winder,GA,30680,2099,BARROW
Dollar General 20921,-83.589722,34.003891,1860 Highway 211 NE,,Winder,GA,30680,3338,BARROW
The Market,-83.589653,34.003422,1861 Highway 211 NE,,Winder,GA,30680,3342,BARROW
Winder Oriental Market,-83.736404,33.995861,201 W Athens St,Suite B,Winder,GA,30680,1711,BARROW
B&T's Food Fresh 20,-83.713295,33.998581,208 N Broad St,,Winder,GA,30680,2183,BARROW
Family Dollar 105,-83.712212,33.998768,208 N Broad St,Ste G,Winder,GA,30680,2184,BARROW
New Winder Food Mart,-83.712143,33.982658,220 E May St,,Winder,GA,30680,7127,BARROW
Short Stop,-83.711487,34.000034,228 N Broad St,,Winder,GA,30680,2181,BARROW
Dollar General 14845,-83.715836,33.979855,240 2nd St,,Winder,GA,30680,2423,BARROW
Bethlehem African Caribbean Tropical Market,-83.70977,34.000351,243 N Broad St,Ste E,Winder,GA,30680,8601,BARROW
INGLES MARKETS 57,-83.707199,34.003521,283 N Broad St,,Winder,GA,30680,2155,BARROW
Barrow County Farmers Market,-83.721909,33.992359,30 North Broad Street,,Winder,GA,30680,,BARROW
La Jalisco Of Winder Llc,-83.721016,33.989574,39 E May St,Ste A,Winder,GA,30680,1921,BARROW
Publix Super Market 1685,-83.706741,34.009396,401 Gainesville Hwy,,Winder,GA,30680,1661,BARROW
Murphy USA 7897,-83.756248,33.99194,438 Atlanta Hwy NW,,Winder,GA,30680,7826,BARROW
Walmart Supercenter 520,-83.755798,33.992264,440 Atlanta Hwy NW,,Winder,GA,30680,7826,BARROW
BP Foodmart,-83.689888,33.973827,517 E Midland Ave,,Winder,GA,30680,2585,BARROW
Exxon Food Mart,-83.798149,33.96114,529 Patrick Mill Rd SW,Ste A,Winder,GA,30680,6135,BARROW
Citgo Food Mart,-83.71328,33.978298,53 Monroe Hwy,,Winder,GA,30680,2493,BARROW
786 Corner Store Inc,-83.632622,33.992748,6 Pleasant Hill Church Rd N,,Winder,GA,30680,,BARROW
CVS Pharmacy 4389,-83.723236,33.990875,6 W May St,,Winder,GA,30680,8105,BARROW
Dollar General 21215,-83.763718,34.022724,648 Rockwell Church Rd NW,,Winder,GA,30680,2834,BARROW
Dollar General 12733,-83.688873,34.018478,658 Jefferson Hwy,,Winder,GA,30680,3641,BARROW
Lucky Lotto,-83.688194,33.972195,669 Atlanta Hwy Se,Ste C,Winder,GA,30680,2488,BARROW
Metro Carrollton Food Mart,-83.763992,34.022232,731 Highway 211 Nw,Ste B,Winder,GA,30680,8551,BARROW
Winder Foodmart 752 Inc,-83.766388,34.022381,752 Highway 211 NW,Ga,Winder,GA,30680,2802,BARROW
Circle K 2723345,-83.718353,33.987434,93 E May St,,Winder,GA,30680,1960,BARROW
DollarTree 5040,-83.71862,33.993675,95 N Broad St,,Winder,GA,30680,2108,BARROW
DOLLAR GENERAL 9720,-84.67926,34.117088,4494 New Hope Church Rd SE,,Acworth,GA,30102,2733,BARTOW
Chevron Food Mart,-84.676956,34.083477,5365 Allatoona Gtwy,,Acworth,GA,30102,1736,BARTOW
Acworth Food Mart LLC,-84.676453,34.0849,5375 Glade Rd Se,,Acworth,GA,30102,3114,BARTOW
Lee's Grocery,-84.721519,34.086262,5634 Third Army Rd SE,,Acworth,GA,30101,3212,BARTOW
Dollar General Store 18103,-84.721703,34.085472,5650 Third Army Rd SE,,Acworth,GA,30101,3205,BARTOW
Lakeside Crossing,-84.585419,34.105499,6649 Allatoona Gtwy,,Acworth,GA,30102,2859,BARTOW
Camille's Corner,-84.909798,34.345299,5136 Joe Frank Harris Pkwy NW,,Adairsville,GA,30103,5328,BARTOW
Dollar General Store 4186,-84.929359,34.372471,6064 Joe Frank Harris Pkwy NW,,Adairsville,GA,30103,2419,BARTOW
Dollar & Beyond,-84.929207,34.37347,6194 Joe Frank Harris Pkwy NW,Ste 104,Adairsville,GA,30103,2422,BARTOW
MAPCO Express Inc. 3600,-84.932991,34.376446,6434 Joe Frank Harris Pkwy NW,,Adairsville,GA,30103,2430,BARTOW
Grab & Go,-84.94072,34.376293,7194 Adairsville Hwy,,Adairsville,GA,30103,2007,BARTOW
Fast Track Food Mart,-84.934036,34.376598,7320 Adairsville Hwy,,Adairsville,GA,30103,2011,BARTOW
FOOD LION 1696,-84.93148,34.377075,7409 Adairsville Hwy,,Adairsville,GA,30103,2014,BARTOW
Family Dollar 4155,-84.931465,34.377075,7421 Adairsville Hwy,,Adairsville,GA,30103,2014,BARTOW
Racetrac 2551,-84.91584,34.376846,7812 Adairsville Hwy,,Adairsville,GA,30103,2107,BARTOW
Dollar General 30669,-84.987511,34.373428,8 Oak Grove Rd NW,,Adairsville,GA,30103,4520,BARTOW
QUIKTRIP 757,-84.907036,34.378487,961 Highway 140 NW,,Adairsville,GA,30103,2202,BARTOW
Walmart 615,-84.78756,34.202988,101 MARKET PLACE BLVD,,CARTERSVILLE,GA,30121,,BARTOW
INGLES MARKETS 76,-84.796036,34.154865,879 JFH PARKWAY,,CARTERSVILLE,GA,30120,,BARTOW
Circle K 2723554,-84.831413,34.203899,902 JOE FRANKLIN PKWY,,CARTERSVILLE,GA,30120,,BARTOW
Cartersville Farmers Market,-84.796394,34.166138,10 N Public Sq,,Cartersville,GA,30120,3326,BARTOW
Target Store 969,-84.785866,34.172508,100 Cherokee Pl,,Cartersville,GA,30121,2954,BARTOW
Walgreens 15180,-84.793541,34.16787,101 N Tennessee St,,Cartersville,GA,30120,3211,BARTOW
DOLLAR GENERAL 1884,-84.78849,34.174294,104 Market Sq,,Cartersville,GA,30120,2854,BARTOW
Sugar Valley Kwik Mart,-84.87323,34.186863,1061 Sugar Valley Rd SW,,Cartersville,GA,30120,5707,BARTOW
Race Trac 652,-84.831879,34.182961,11 Baker Rd SW,,Cartersville,GA,30121,,BARTOW
Dollar General 18135,-84.818268,34.217148,11 Village Dr,,Cartersville,GA,30121,,BARTOW
Cross Road Food Mart,-84.797874,34.195915,1139 N Tennessee St,,Cartersville,GA,30120,2324,BARTOW
Tienda La Mexicana,-84.78804,34.174156,114 Market Sq,,Cartersville,GA,30120,2854,BARTOW
Citgo Express,-84.798744,34.196373,1144 N Tennessee St,,Cartersville,GA,30120,2348,BARTOW
Malik Foodmart Inc,-84.829254,34.165215,1153A Burnt Hickory Rd SE,,Cartersville,GA,30120,6102,BARTOW
CVS PHARMACY 3086,-84.825401,34.150265,1162 West Ave,,Cartersville,GA,30120,6138,BARTOW
QuikTrip 1771,-84.845314,34.218067,12 Burnt Hickory Conn,,Cartersville,GA,30120,,BARTOW
Bp Food Mart,-84.793022,34.150803,122 Old Mill Rd,,Cartersville,GA,30120,4131,BARTOW
Murphy USA 5503,-84.78965,34.201969,125 Market Place Blvd,,Cartersville,GA,30121,2236,BARTOW
Tienda La Mexicana 2 2,-84.856071,34.228832,1316 Cassville Rd NW,,Cartersville,GA,30120,4870,BARTOW
