Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
Flash Foods LLC 27435,-82.00927,30.831005,310 W Main St,,Folkston,GA,31537,4504,CHARLTON
DollarTree 8537,-82.00296,30.822069,3463 Second St S,,Folkston,GA,31537,8447,CHARLTON
Winn Dixie Store 1661,-82.003746,30.824251,3606 Second St S,,Folkston,GA,31537,8450,CHARLTON
Family Dollar 564,-82.003952,30.824753,3650 Second St S,,Folkston,GA,31537,8450,CHARLTON
Dollar General 15657,-82.00441,30.825781,3731 Second St S,,Folkston,GA,31537,8453,CHARLTON
Jsk Food Mart,-82.005302,30.827559,3879 Second St S,,Folkston,GA,31537,8455,CHARLTON
Jack Rabbit,-82.005661,30.829891,4025 Second St S,,Folkston,GA,31537,8459,CHARLTON
Om Food Mart N/A,-82.006866,30.83655,4492 Second St N,,Folkston,GA,31537,9383,CHARLTON
Raceway #7000 7000,-82.006592,30.844431,5042 Second St N,,Folkston,GA,31537,9385,CHARLTON
Friendly Express 31,-82.010597,30.858047,6008 Second St N,,Folkston,GA,31537,9357,CHARLTON
Flash Foods LLC 2745041,-82.00605,30.829483,704 Martin St,,Folkston,GA,31537,4527,CHARLTON
DOLLAR GENERAL 4056,-82.011238,30.855188,774 Bowery Ln,,Folkston,GA,31537,5924,CHARLTON
Dollar General 17128,-82.036041,30.522631,11829 Johnson St,,Saint George,GA,31562,3747,CHARLTON
Canadays Corner,-82.037376,30.522802,13048 Florida Ave,,Saint George,GA,31562,3208,CHARLTON
The Butcher's Block,-81.299026,32.13253,102 E US Highway 80,Ste B,Bloomingdale,GA,31302,8915,CHATHAM
Dollar General 16280,-81.297775,32.131893,208 E Highway 80,,Bloomingdale,GA,31302,,CHATHAM
Parker's 123,-81.362038,32.073135,2500 Fort Argyle Rd,,Bloomingdale,GA,31302,9376,CHATHAM
Dollar General 19590,-81.378777,32.08091,2855 Fort Argyle Rd,,Bloomingdale,GA,31302,9350,CHATHAM
Katyani,-81.322495,32.095108,2890 Little Neck Rd,Suite B,Bloomingdale,GA,31302,9331,CHATHAM
Parker's 119,-81.323189,32.09613,2905 Little Neck Rd,,Bloomingdale,GA,31302,9301,CHATHAM
QuikTrip 7132,-81.322311,32.096226,2910 Little Neck Rd,,Bloomingdale,GA,31302,9307,CHATHAM
Chevron Pump N Go,-81.296577,32.131508,306 E US Highway 80,,Bloomingdale,GA,31302,9662,CHATHAM
FOOD LION 811,-81.147552,32.103443,109 MINUS AVE,,GARDEN CITY,GA,31408,,CHATHAM
Yogi,-81.160896,32.086334,1298 Highway 80,,Garden City,GA,31408,,CHATHAM
Chu's Convenience Mart 106,-81.177734,32.088734,2606 US Highway 80 W,,Garden City,GA,31408,2915,CHATHAM
Dollar General 20855,-81.133026,32.092766,2610 Hwy 80,,Garden City,GA,31408,,CHATHAM
Bp 4801,-81.159096,32.109463,4801 Augusta Rd,,Garden City,GA,31408,,CHATHAM
Jk Foodmart,-81.186455,32.043587,4918 Ogeechee Rd,,Garden City,GA,31405,2504,CHATHAM
DOLLAR GENERAL 2956,-81.166649,32.118496,5216 Augusta Rd,,Garden City,GA,31408,1606,CHATHAM
Stokes Produce,-81.150536,32.092213,701 Hwy 80 West,,Garden City,GA,31408,,CHATHAM
Parkers 37,-81.255241,32.135727,10 N Godley Station Blvd,,Pooler,GA,31322,4174,CHATHAM
Publix 1584,-81.286018,32.080395,101 Blue Moon Xing,Ofc,Pooler,GA,31322,9734,CHATHAM
FOOD LION 691,-81.234016,32.108459,1017 US Highway 80 E,Ste 13,Pooler,GA,31322,9533,CHATHAM
Family Dollar 8572,-81.26503,32.122597,1028 Highway 80 W,,Pooler,GA,31322,,CHATHAM
Walgreens 18341,-81.266014,32.123238,1038 US Highway 80 W,,Pooler,GA,31322,2114,CHATHAM
Piggly Wiggly 310,-81.266396,32.123283,1042 W. Hwy 80,,Pooler,GA,31322,,CHATHAM
Flash Food LLC 2745163,-81.228973,32.107002,1080 US Highway 80 E,,Pooler,GA,31322,9522,CHATHAM
Amit Food Mart 2,-81.252823,32.106003,1107 S Rogers St,,Pooler,GA,31322,3321,CHATHAM
Murphy USA 6515,-81.243645,32.14167,120 Pooler Pkwy,,Pooler,GA,31322,4200,CHATHAM
Hue Phuong Oriental Food Market,-81.225151,32.103306,1215 US Highway 80 E,Ste 500,Pooler,GA,31322,9565,CHATHAM
Parker's 69,-81.221519,32.099693,1275 US Highway 80 E,,Pooler,GA,31322,9517,CHATHAM
Flowers Bakery Outlet 50000810,-81.220909,32.099113,1285 US Highway 80 E,,Pooler,GA,31322,9517,CHATHAM
Dollar General 15102,-81.267723,32.054871,1465 Quacco Rd,,Pooler,GA,31322,9653,CHATHAM
Wawa Store 6309,-81.274658,32.093189,1480 Pooler Parkway,,Pooler,GA,31322,,CHATHAM
Sam's Club 4820,-81.244865,32.139294,15 Mill Creek Cir,,Pooler,GA,31322,2151,CHATHAM
Pump N Go Quacco,-81.270615,32.054184,1507 Quacco Rd,,Pooler,GA,31322,9806,CHATHAM
ALDI 76089,-81.253319,32.139851,152 Traders Way,,Pooler,GA,31322,4035,CHATHAM
Murphy Express 8603,-81.274048,32.092709,1555 Pooler Pkwy,,Pooler,GA,31322,4256,CHATHAM
Walmart Supercenter 2860,-81.244682,32.140926,160 Pooler Pkwy,,Pooler,GA,31322,4200,CHATHAM
Nouria 1601 Pooler Parkway 853,-81.276901,32.087551,1601 Pooler Pkwy,,Pooler,GA,31322,4409,CHATHAM
Costco Wholesale 1485,-81.279961,32.077881,200 Mosaic Circle,,Pooler,GA,31322,,CHATHAM
DollarTree 7449,-81.257973,32.132168,202 Grand Central Blvd,,Pooler,GA,31322,0569,CHATHAM
Moonlight Bp Station Llc,-81.282669,32.080524,2020 Pooler Pkwy,,Pooler,GA,31322,4204,CHATHAM
Viet Huong Oriental,-81.258858,32.130981,210 Grand Central Blvd,,Pooler,GA,31322,0569,CHATHAM
Parker's 68,-81.278313,32.086254,2111 Pooler Pkwy,,Pooler,GA,31322,4264,CHATHAM
Mosaic Market,-81.246254,32.14082,2331 Pooler Parkway,,Pooler,GA,31322,,CHATHAM
Gate Service Station 209,-81.242104,32.113968,416 US Highway 80 E,,Pooler,GA,31322,2632,CHATHAM
Publix 1364,-81.253769,32.136131,467 Pooler Pkwy,,Pooler,GA,31322,5102,CHATHAM
CVS Pharmacy 11017,-81.254555,32.135498,500 Pooler Pkwy,,Pooler,GA,31322,,CHATHAM
DOLLAR GENERAL 3596,-81.257217,32.118229,511 US Highway 80 W,,Pooler,GA,31322,2103,CHATHAM
Nouria 830 US Highway 80 W 852,-81.259682,32.120621,830 US Highway 80 W,,Pooler,GA,31322,2110,CHATHAM
Nouria 907 East Highway 80 830,-81.235748,32.110905,907 US Highway 80 E,,Pooler,GA,31322,9506,CHATHAM
The Foodmart,-81.265968,32.094929,990 Pine Barren Rd,,Pooler,GA,31322,9347,CHATHAM
Murphy Express 8567,-81.199242,32.197933,100 Magellan Blvd,,Port Wentworth,GA,31407,,CHATHAM
Dollar General 16940,-81.198921,32.213223,101 Bayberry Court,,Port Wentworth,GA,31407,,CHATHAM
BP Port Wentworth,-81.246613,32.195663,1116 GA-30,#101,Port Wentworth,GA,31407,,CHATHAM
Parker's 128,-81.198967,32.198742,132 State Highway 30,,Port Wentworth,GA,31407,9600,CHATHAM
Pump N Go,-81.198006,32.215195,2 Magnolia Blvd,,Port Wentworth,GA,31407,3428,CHATHAM
Vyom Tani Llc,-81.162399,32.147163,225 S Coastal Hwy,,Port Wentworth,GA,31407,1914,CHATHAM
Parth 24 Llc,-81.161072,32.146374,306 S Coastal Hwy,,Port Wentworth,GA,31407,2000,CHATHAM
Highland Shell,-81.232124,32.163181,485 Jimmy Deloach Pkwy,,Port Wentworth,GA,31407,3069,CHATHAM
Port Fuel Center,-81.172302,32.137089,5712 State Highway 21,,Port Wentworth,GA,31407,9702,CHATHAM
Pilot Travel Center 71,-81.194038,32.188908,7001 State Highway 21,,Port Wentworth,GA,31407,9715,CHATHAM
Nouria 7002 GA Highway 21 820,-81.193268,32.189171,7002 GA Highway 21,,Port Wentworth,GA,31407,9714,CHATHAM
Woods Crab House,-81.225723,32.191914,711 GA Highway 30,,Port Wentworth,GA,31407,9605,CHATHAM
Circle K 5352,-81.195641,32.194038,7110 Highway 21,,Port Wentworth,GA,31407,,CHATHAM
CVS PHARMACY 60,-81.194809,32.169296,7300 Ga Hwy 20,,Port Wentworth,GA,31407,,CHATHAM
Food Lion 2694,-81.194473,32.199852,7306 GA Highway 21,Ste 307,Port Wentworth,GA,31407,9277,CHATHAM
Family Dollar 7927,-81.197731,32.199249,7306 Highway 21,,Port Wentworth,GA,31407,,CHATHAM
Sunny's Flashmart,-81.197021,32.200043,7308 State Highway 21,,Port Wentworth,GA,31407,9205,CHATHAM
Publix 1256,-81.195183,32.223358,7936 GA Highway 21,,Port Wentworth,GA,31407,9720,CHATHAM
Dollar General 21735,-81.163437,32.149067,802 Crossgate Rd,,Port Wentworth,GA,31407,1815,CHATHAM
Parkers 16,-81.177917,32.146839,6000 Hwy 21,,Pt. Wentworth,GA,31407,,CHATHAM
FOOD LION 2682,-81.22049,31.986275,1040 KING GEORGE BLVD,,SAVANNAH,GA,31419,,CHATHAM
KROGER 979,-81.068077,32.045418,1900 E VICTORY DR,,SAVANNAH,GA,31404,,CHATHAM
PUBLIX 522,-81.108742,32.023773,5500 Abercorn St,Ste 2,SAVANNAH,GA,31405,,CHATHAM
CVS PHARMACY 7228,-81.074669,31.986729,7360 SKIDWAY RD,,SAVANNAH,GA,31406,,CHATHAM
Shell Food Mart,-81.280693,32.004978,1 Gateway Blvd E,,Savannah,GA,31419,9745,CHATHAM
Nouria 10 Eisenhower Drive 25,-81.116165,32.010967,10 Eisenhower Dr,,Savannah,GA,31406,2424,CHATHAM
Lucky's,-81.129318,31.991821,10004 Abercorn St,,Savannah,GA,31406,4561,CHATHAM
Abercorn Market,-81.094475,32.064735,1004 Abercorn St,,Savannah,GA,31401,6502,CHATHAM
Circle K 5160,-81.2192,31.985798,1006 King George Blvd,,Savannah,GA,31419,9569,CHATHAM
Chu's Iii Inc.,-81.080978,32.06086,1015 Waters Ave,,Savannah,GA,31404,6111,CHATHAM
Whitaker Market,-81.101456,32.0578,102 W 37th St,,Savannah,GA,31401,8505,CHATHAM
The Spot,-81.246811,32.146557,102 W Mulberry Blvd,,Savannah,GA,31407,3501,CHATHAM
Bay Store,-81.11319,32.087124,1028 W Bay St,,Savannah,GA,31415,2101,CHATHAM
Mias Latin Supermarket,-81.120224,31.997334,103 Montgomery Xrd,,Savannah,GA,31406,4730,CHATHAM
Shreesji Convenience Mart,-81.130783,31.989651,10325 Abercorn St,,Savannah,GA,31406,4554,CHATHAM
DollarTree 8960,-81.130287,31.988298,10402 Abercorn St,,Savannah,GA,31419,1138,CHATHAM
Georgetown Market,-81.220367,31.984932,1050 King George Blvd,,Savannah,GA,31419,9569,CHATHAM
Parkers 29,-81.132645,31.984261,10525 Abercorn St,,Savannah,GA,31419,1139,CHATHAM
Walmart Neighborhood Market 4530,-81.132042,31.98534,10530 Abercorn St,,Savannah,GA,31419,1140,CHATHAM
Krishna Grocery,-81.283951,32.000275,11 Gateway Blvd S,Ste 27,Savannah,GA,31419,9059,CHATHAM
Ram Food Mart,-81.10524,31.993477,1101 E Montgomery Crossroads,,Savannah,GA,31406,4900,CHATHAM
Brighter Day Natural Foods,-81.09726,32.06472,1102 Bull St,,Savannah,GA,31401,6435,CHATHAM
Victory Station,-81.08503,32.048279,1102 E Victory Dr,,Savannah,GA,31404,4102,CHATHAM
Smart Shop,-81.095078,32.063614,1114 Abercorn St,,Savannah,GA,31401,6840,CHATHAM
Chen Jackie's Seafood Market,-81.104767,31.993465,1117 E Montgomery Xrd,,Savannah,GA,31406,4952,CHATHAM
Shop N Go 2 Of Ga,-81.130142,31.982662,11204 White Bluff Rd,,Savannah,GA,31419,1504,CHATHAM
Masseyfoods,-80.989059,31.988213,113 Grosvenor Rd,,Savannah,GA,31410,4411,CHATHAM
E. Ranchero Meat Market,-81.147415,31.981974,11410 Abercorn St,,Savannah,GA,31419,1828,CHATHAM
WALGREENS 5368,-81.149033,31.981564,11509 Abercorn St,,Savannah,GA,31419,1901,CHATHAM
PUBLIX 1186,-81.151581,31.981251,11701 Abercorn St,,Savannah,GA,31419,1905,CHATHAM
S & M Food Mart,-81.148361,31.982309,11711 Largo Dr,,Savannah,GA,31419,1747,CHATHAM
DOLLAR GENERAL 4485,-81.222244,31.983606,1180 King George Blvd,,Savannah,GA,31419,9546,CHATHAM
Chiles Verdes Tienda Mexicana,-81.158234,31.987354,11812 Middleground Rd,Ste 200,Savannah,GA,31419,1289,CHATHAM
CVS Pharmacy 4187,-81.092171,32.078461,119 Bull St,,Savannah,GA,31401,3312,CHATHAM
Dollar General 12727,-81.167763,31.984571,11975 Apache Ave,,Savannah,GA,31419,1603,CHATHAM
Chu's Mart 114,-81.160484,31.986116,12000 Middleground Rd,,Savannah,GA,31419,1648,CHATHAM
CVS Pharmacy 4229,-81.153069,31.982754,12012 Abercorn St,,Savannah,GA,31419,1912,CHATHAM
Fuels N Pantry,-81.101646,32.064571,1220 Montgomery St,,Savannah,GA,31401,6735,CHATHAM
Walgreens 6098,-80.98764,32.015099,125 Johnny Mercer Blvd,,Savannah,GA,31410,2118,CHATHAM
FORSYTH FARMERS MARKET,-81.09684,32.064716,13 E Park Ave,,Savannah,GA,31401,6436,CHATHAM
Savannah Market,-81.09993,32.052402,130 E Victory Dr,,Savannah,GA,31405,2147,CHATHAM
Savannah Mart,-81.090782,32.023289,1300 E de Renne Ave,,Savannah,GA,31406,2017,CHATHAM
Po Jo's Stop N Go,-81.11425,32.071812,1300 W Gwinnett St,,Savannah,GA,31415,5352,CHATHAM
Wheaton Bp,-81.074028,32.061852,1300 Wheaton St,,Savannah,GA,31404,1715,CHATHAM
Nancy's Seafood,-81.114784,32.087582,1302 W Bay St,,Savannah,GA,31415,1503,CHATHAM
US Food Store,-81.118011,32.082428,1315 Augusta Ave,,Savannah,GA,31415,2055,CHATHAM
One Stop Shop #2,-81.117226,32.082024,1318 Augusta Ave,,Savannah,GA,31415,2063,CHATHAM
Chus,-81.11541,32.08791,1336 W Bay St,,Savannah,GA,31415,1503,CHATHAM
Nouria 14000 Abercorn Expressway 10,-81.169823,31.980446,14000 Abercorn St,,Savannah,GA,31419,1935,CHATHAM
Savannah Mall Shell,-81.169464,31.981089,14001 Abercorn St,,Savannah,GA,31419,1934,CHATHAM
Avom Foodmart,-81.116081,32.068256,1402 Stiles Ave,,Savannah,GA,31415,7868,CHATHAM
Walmart SUPERCENTER 4556,-81.173515,31.981894,14030 Abercorn St,,Savannah,GA,31419,1935,CHATHAM
TARGET STORE T-1910,-81.174927,31.982407,14065 Abercorn St,,Savannah,GA,31419,1964,CHATHAM
Chus Market,-81.102608,32.063213,1407 Montgomery St,,Savannah,GA,31401,7240,CHATHAM
ALDI 88,-81.175079,31.982239,14070 Abercorn St,,Savannah,GA,31419,1935,CHATHAM
Murphy Express 8829,-81.175728,31.982426,14080 Abercorn St,,Savannah,GA,31419,1935,CHATHAM
Downtown Chevron,-81.097839,32.078979,147 Martin Luther King Jr Blvd,,Savannah,GA,31401,3229,CHATHAM
CVS PHARMACY 4230,-80.987083,32.015472,150 Johnny Mercer Blvd,,Savannah,GA,31410,2102,CHATHAM
Pilot Travel Center 72,-81.200104,32.07246,1504 Dean Forest Rd,,Savannah,GA,31408,9537,CHATHAM
Hanumanta Food Mart Inc,-81.102707,32.06218,1516 Montgomery St,,Savannah,GA,31401,7243,CHATHAM
Discount Corner 2,-81.073883,32.055546,1519 E Anderson St,,Savannah,GA,31404,2220,CHATHAM
PUBLIX 456,-80.986938,32.015289,155 Johnny Mercer Blvd,,Savannah,GA,31410,2118,CHATHAM
La Favorita Latin Grocery Inc,-81.195778,32.078625,1550 Dean Forest Rd,Ste H,Savannah,GA,31408,9595,CHATHAM
Parker's 64,-81.195602,32.081181,1601 Dean Forest Rd,,Savannah,GA,31408,9559,CHATHAM
Victory Bp,-81.076454,32.04546,1603 E Victory Dr,,Savannah,GA,31404,4123,CHATHAM
Giant Food Mart,-81.118462,32.073273,1606 W Gwinnett St,,Savannah,GA,31415,5257,CHATHAM
Sunoco Gas Station,-81.14904,32.11095,165 Main St,,Savannah,GA,31408,1412,CHATHAM
ALDI 76084,-81.074028,32.04459,1651 E Victory Dr,,Savannah,GA,31404,4139,CHATHAM
CIRCLE K STORES INC. 2707265,-81.167336,32.051682,1699 Chatham Pkwy,Apt 930A,Savannah,GA,31405,7613,CHATHAM
Sunoco - Shyamal 4 Corp,-81.197334,32.087177,1715 Dean Forest Rd,,Savannah,GA,31408,9561,CHATHAM
Parker's 100,-81.227097,31.990196,1750 Grove Point Rd,,Savannah,GA,31419,9512,CHATHAM
Racetrac 2630,-81.196358,32.0919,1780 Dean Forest Rd,,Savannah,GA,31408,9560,CHATHAM
Whole Foods Market 10489,-81.071442,32.04422,1815 E Victory Ave,Suite 101,Savannah,GA,31404,4127,CHATHAM
Target Store T-2331,-81.069038,32.040565,1907 E Victory Dr,,Savannah,GA,31404,3714,CHATHAM
Parkers 27,-81.057297,32.070076,1910 E President St,,Savannah,GA,31404,1022,CHATHAM
DollarTree 1150,-81.069016,32.039776,1915 E Victory Dr,Ste F,Savannah,GA,31404,3730,CHATHAM
DollarTree 8059,-81.061783,32.05827,1920 E Gwinnett St,,Savannah,GA,31404,1855,CHATHAM
Dollar General 13629,-81.056602,32.070431,1920 E President St,,Savannah,GA,31404,1022,CHATHAM
Parker's 82,-81.080772,31.989986,1930 E Montgomery Crossroads,,Savannah,GA,31406,5037,CHATHAM
Liberty City Convenience,-81.138969,32.053703,1940 Mills B Ln,Ste F,Savannah,GA,31405,2999,CHATHAM
Walmart S/C 605,-81.080933,31.989893,1955 E Montgomery Xrd,,Savannah,GA,31406,5036,CHATHAM
Sam's Club 8202,-81.079529,31.989853,1975 E Montgomery Xrd,,Savannah,GA,31406,5036,CHATHAM
Parkers 21,-81.067749,32.043186,1976 E Victory Dr,,Savannah,GA,31404,3715,CHATHAM
Marathon 204,-81.285507,32.006386,2 Gateway Blvd W,,Savannah,GA,31419,9752,CHATHAM
Circle K 1862,-81.233376,32.014412,2 Quacco Rd,,Savannah,GA,31419,9670,CHATHAM
Love's Travel Stop 893,-81.194199,32.102543,2 Sonny Perdue Dr,,Savannah,GA,31408,8080,CHATHAM
Chu's Convenience Mart 119,-81.112801,32.02956,20 W de Renne Ave,,Savannah,GA,31405,6702,CHATHAM
Parker's 13,-81.057014,32.068848,2004 Beech St,,Savannah,GA,31404,1304,CHATHAM
Original Lottery Hall,-81.139763,32.053864,2008 Mills B Lane Blvd,,Savannah,GA,31405,2964,CHATHAM
Charles J Russo Seafoods,-81.098579,32.053963,201 E 40th St,,Savannah,GA,31401,9120,CHATHAM
Pump N Go Montgomery Crossroads,-81.119003,31.996935,201 E Montgomery Crossroads,Ste A,Savannah,GA,31406,4755,CHATHAM
Papa Murphy's Pizza GA005,-80.985252,32.014107,201 Johnny Mercer Blvd,,Savannah,GA,31410,2119,CHATHAM
Shree Jis Sav. Foodmart Inc,-81.076515,32.032917,2022 Delesseps Ave,,Savannah,GA,31404,4752,CHATHAM
CVS Pharmacy 4261,-81.064995,32.04071,2055 E Victory Dr,,Savannah,GA,31404,3716,CHATHAM
Abercorn Chevron,-81.099136,32.052174,206 E Victory Dr,,Savannah,GA,31405,2243,CHATHAM
Parker's 88,-81.109901,32.028252,21 E Derenne Ave,,Savannah,GA,31405,,CHATHAM
Nouria 210 Johnny Mercer Boulevard 846,-80.98465,32.014431,210 Johnny Mercer Blvd,,Savannah,GA,31410,2156,CHATHAM
One Stop Shop,-81.104141,32.057823,2100 Montgomery St,,Savannah,GA,31401,8545,CHATHAM
Pals Mini Mart,-81.148994,32.033085,2101 Louis Mills Blvd,,Savannah,GA,31405,2839,CHATHAM
Walgreens 15611,-81.06395,32.040936,2109 E Victory Dr,,Savannah,GA,31404,3917,CHATHAM
Dollar General 13714,-81.123474,32.089718,2110 W Bay St,,Savannah,GA,31415,1511,CHATHAM
Eagle Market,-81.123962,32.090351,2120 W Bay St,,Savannah,GA,31415,1511,CHATHAM
DUBBERLY'S SEAFOOD,-81.131584,31.965015,214 Vernonburg Rd,,Savannah,GA,31419,3024,CHATHAM
Parkers 62,-81.230064,32.176643,2175 Benton Blvd,,Savannah,GA,31407,0434,CHATHAM
Aditi 9,-81.095894,32.054649,2200 Habersham St,,Savannah,GA,31401,9038,CHATHAM
Shyam Food Mart,-81.124359,32.089905,2201 W Bay St,,Savannah,GA,31415,1525,CHATHAM
Food Lion 2150,-81.074028,32.019077,2208 E de Renne Ave,,Savannah,GA,31406,2323,CHATHAM
Shady Food Mart,-81.106224,32.057224,2215 Martin Luther King Jr Blvd,,Savannah,GA,31415,8800,CHATHAM
Parkers 19,-81.091919,32.075668,222 Drayton St,,Savannah,GA,31401,4022,CHATHAM
Thunderbolt Convenience 001,-81.059593,32.037979,2301 E Victory Dr,,Savannah,GA,31404,3921,CHATHAM
Circle K 5346,-81.192467,32.115784,2404 Dean Forest Rd,,Savannah,GA,31408,9576,CHATHAM
Zacks Quick Stop,-81.122742,32.057274,2701 Ogeechee Rd,,Savannah,GA,31405,1651,CHATHAM
Shiv Discount Corner 2,-81.106491,32.052601,2801 Montgomery St,,Savannah,GA,31405,3205,CHATHAM
Gateway Sunoco,-81.286301,32.00676,3 Gateway Blvd W,,Savannah,GA,31419,7551,CHATHAM
Walgreens 21192,-81.095406,32.080086,300 W Broughton St,,Savannah,GA,31401,3216,CHATHAM
Dollar General 15520,-81.132103,32.055943,3005 Ogeechee Rd,,Savannah,GA,31405,1522,CHATHAM
CVS Pharmacy 5351,-81.114838,31.995626,301 E Montgomery Xrd,,Savannah,GA,31406,4955,CHATHAM
Eagle Market #1,-81.066345,32.037891,3014 Skidaway Rd,,Savannah,GA,31404,4443,CHATHAM
Diamond Foodmart,-81.103455,32.049953,3017 Bull St,,Savannah,GA,31405,2022,CHATHAM
Thunderbolt Marathon,-81.055702,32.035923,3023 E Victory Dr,,Savannah,GA,31404,3973,CHATHAM
Nouria 3024 East Victory Drive 475,-81.055573,32.03635,3024 E Victory Dr,,Savannah,GA,31404,3924,CHATHAM
Ebenezer Discount Grocery,-81.142647,32.101402,309 Main St,Ste B,Savannah,GA,31408,2213,CHATHAM
Parkers 25,-81.055069,32.035576,3105 E Victory Dr,,Savannah,GA,31404,4527,CHATHAM
Family Dollar 8738,-81.107483,32.05006,3107 Montgomery St,,Savannah,GA,31405,3211,CHATHAM
KROGER 418,-81.092628,32.065865,311 E Gwinnett St,,Savannah,GA,31401,5808,CHATHAM
Dollar General 15936,-81.067146,32.035736,3111 Skidaway Rd,,Savannah,GA,31404,4936,CHATHAM
DollarTree 466,-80.982895,32.014996,318 Johnny Mercer Blvd,,Savannah,GA,31410,2150,CHATHAM
Kroger 697,-81.113029,32.003716,318 Mall Blvd,Ste 100,Savannah,GA,31406,4758,CHATHAM
Nouria 3219 Skidaway Road 491,-81.066902,32.034966,3219 Skidaway Rd,,Savannah,GA,31404,4953,CHATHAM
Parkers 22,-81.099312,32.07505,325 Martin Luther King Jr Blvd,,Savannah,GA,31401,4249,CHATHAM
Shree Ganeshay 9 LLC,-81.112656,31.995546,329 Montgomery Xrd,,Savannah,GA,31406,4955,CHATHAM
Family Dollar 356,-81.137665,32.055134,3308 Ogeechee Rd,,Savannah,GA,31405,2902,CHATHAM
Red And White Food Store,-81.13652,32.054276,3310 Ogeechee Road,,Savannah,GA,31405,4212,CHATHAM
Shell Food Mart,-81.143753,32.053726,3618 Ogeechee Rd,,Savannah,GA,31405,1308,CHATHAM
7-11 MINIT STORE,-81.088287,32.040497,3700 Waters Ave,,Savannah,GA,31404,6209,CHATHAM
Ddp Food Mart Llc,-81.105804,32.044361,3701 Bull St,,Savannah,GA,31405,3345,CHATHAM
Ray's Butcher Shop,-81.109772,32.045967,3707 Montgomery St,,Savannah,GA,31405,3241,CHATHAM
Mike's Time Saver,-81.109718,32.045765,3713 Montgomery St,,Savannah,GA,31405,3241,CHATHAM
Marathon Station,-81.147346,32.052189,3717 Ogeechee Rd,,Savannah,GA,31405,1309,CHATHAM
Bmd Convenient Store,-81.15078,32.052135,3830 Ogeechee Rd,,Savannah,GA,31405,1312,CHATHAM
OGEECHEE CHEVRON,-81.152512,32.051826,3912 Ogeechee Rd,,Savannah,GA,31405,1323,CHATHAM
DollarTree 1152,-81.144852,32.094582,403 US Highway 80 W,Ste J,Savannah,GA,31408,,CHATHAM
Nouria 405 MLK Jr. Boulevard 335,-81.100075,32.073853,405 Mlk Jr Blvd,,Savannah,GA,31401,4831,CHATHAM
Dollar General 17036,-80.978409,32.016682,418 Johnny Mercer Blvd,,Savannah,GA,31410,2103,CHATHAM
Family Dollar 11865,-81.124138,31.998777,42 W Montgomery Xrd,,Savannah,GA,31406,,CHATHAM
Walgreens 11538,-81.148506,32.103729,4210 Augusta Rd,,Savannah,GA,31408,2106,CHATHAM
Parkers 39,-81.149277,32.103397,4219 Augusta Rd,,Savannah,GA,31408,2117,CHATHAM
Nouria 4230 Augusta Road 260,-81.149368,32.103901,4230 Augusta Rd,,Savannah,GA,31408,2124,CHATHAM
Dollar General 12313,-81.125618,31.998863,43 W Montgomery Xrds Spc,,Savannah,GA,31406,3412,CHATHAM
Family Dollar 1809,-81.150063,32.103992,4302 Augusta Rd,,Savannah,GA,31408,2002,CHATHAM
Mi Tierra Supermarket,-81.111382,32.040833,4305 Montgomery St,,Savannah,GA,31405,4022,CHATHAM
Circle K Stores Inc 1412,-81.165276,32.048382,4315 Ogeechee Rd,,Savannah,GA,31405,1203,CHATHAM
Nouria 4318 Ogeechee Road 255,-81.167015,32.048695,4318 Ogeechee Rd,,Savannah,GA,31405,1204,CHATHAM
The Hub,-81.110916,32.040325,4402 Montgomery St,,Savannah,GA,31405,4025,CHATHAM
Waters Market,-81.090263,32.035313,4402 Waters Ave,,Savannah,GA,31404,6216,CHATHAM
Quick Stop 109,-81.102921,32.037315,4407 Habersham St,,Savannah,GA,31405,4208,CHATHAM
Walgreens 19629,-81.103172,32.035332,4600 Habersham St,,Savannah,GA,31405,4213,CHATHAM
Family Dollar 8034,-81.07122,32.027466,4601 Skidaway Rd,Ste A,Savannah,GA,31404,5900,CHATHAM
Jones Red & White,-81.103233,32.035351,4607 Habersham St,,Savannah,GA,31405,4212,CHATHAM
Dollar General 12117,-81.177864,32.046062,4628 Ogeechee Rd,,Savannah,GA,31405,1210,CHATHAM
PUBLIX 521,-81.006645,32.041649,4717 US Highway 80 E Ste B,,Savannah,GA,31410,2944,CHATHAM
Walmart 606,-81.00338,32.042286,4725 US Highway 80 E,,Savannah,GA,31410,2921,CHATHAM
DollarTree 9282,-81.092743,32.030884,4731 Waters Ave,,Savannah,GA,31404,6219,CHATHAM
Quickmart,-81.095909,32.03046,4906 Paulsen St,,Savannah,GA,31405,4407,CHATHAM
KROGER 609,-80.976707,32.016201,495 Johnny Mercer Blvd,,Savannah,GA,31410,2123,CHATHAM
Adi Shakti Trading 01 Inc,-81.281662,32.002651,5 Gateway Blvd S,,Savannah,GA,31419,9700,CHATHAM
Waters Chevron Inc.,-81.092773,32.029282,5009 Waters Ave,,Savannah,GA,31404,6225,CHATHAM
Jai Dwarkadish Llc,-81.147781,32.094677,511 US Highway 80 W,Unit A,Savannah,GA,31408,3128,CHATHAM
Pa Latinos Supermarket,-81.166634,32.118641,5206 Augusta Rd,,Savannah,GA,31408,1606,CHATHAM
Circle K 7716,-80.964508,32.031876,528 E Highway 80,,Savannah,GA,31410,,CHATHAM
